0101	0.28060074899871024	0.2696084641200862	0.010992284878624026	0.9254852140761015
0102	0.14449316572962614	0.1446762286152202	0.00018306288559405415	1.0398312647280177
0103	0.17683133054131844	0.17308211777076046	0.0037492127705579803	1.0627828524662488
0104	0.03297813722431959	0.03494831717834903	0.0019701799540294412	1.302898323482243
0112	0.09086997274236654	0.07853745934145703	0.012332513400909503	1.062466554499206
0113	0.06714682559471635	0.08568061651201019	0.018533790917293833	1.038398358610058
0114	0.3072118402363494	0.29577716977763757	0.011434670458711826	1.080132557733146
0123	0.022167811723613935	0.013201591462279944	0.008966220261333991	0.9973465949962504
0124	0.1270422378035414	0.12363540503610604	0.003406832767435364	1.0673259956990588
0134	0.16311240520193407	0.15099918799640027	0.012113217205533794	1.424547309432281
